country,sector,import_intensity_weighted,country_import_weight,tariff_rate
cyprus,Services,0.06567749517561264,1.1789173430369109e-05,3.4
czech republic,Apparel,0.4225696647802063,0.0004721224372968605,3.4
czech republic,Computers and Electronics,0.724636530637896,0.0031207470831360316,3.4
czech republic,Food,0.08895378181690045,0.0004011767393009265,3.4
czech republic,Goods,0.26041122630630426,0.003052713313395726,3.4
czech republic,Motor Vehicles,0.30932015071744573,0.002221164671010301,3.4
czech republic,Services,0.06567749517561264,0.0009897856045173563,3.4
denmark,Apparel,0.4225696647802063,0.0002292583565355578,1.8
denmark,Computers and Electronics,0.724636530637896,0.002314548774050633,1.8
denmark,Food,0.08895378181690045,0.0037539170398570385,1.8
denmark,Goods,0.26041122630630426,0.00815249423096616,1.8
denmark,Motor Vehicles,0.30932015071744573,0.0003612833752994878,1.8
denmark,Services,0.06567749517561264,0.0011672722953706724,1.8
djibouti,Apparel,0.4225696647802063,9.706694406678292e-06,3.4
djibouti,Computers and Electronics,0.724636530637896,6.199304683073184e-08,3.4
djibouti,Food,0.08895378181690045,1.0439697116530533e-05,3.4
djibouti,Goods,0.26041122630630426,5.054686580808312e-08,3.4
djibouti,Motor Vehicles,0.30932015071744573,9.286625817421194e-09,3.4
djibouti,Services,0.06567749517561264,5.583564712081869e-07,3.4
dominica,Apparel,0.4225696647802063,6.6783570397244365e-09,3.4
dominica,Computers and Electronics,0.724636530637896,5.262120925506349e-08,3.4
dominica,Food,0.08895378181690045,1.2330617485501684e-07,3.4
dominica,Goods,0.26041122630630426,4.846552427480911e-07,3.4
dominica,Motor Vehicles,0.30932015071744573,0.0,3.4
dominica,Services,0.06567749517561264,0.0,3.4
dominican republic,Apparel,0.4225696647802063,0.005678324086416357,3.4
dominican republic,Computers and Electronics,0.724636530637896,0.0013820754306010836,3.4
dominican republic,Food,0.08895378181690045,0.008724758329435284,3.4
dominican republic,Goods,0.26041122630630426,0.002124709090631247,3.4
dominican republic,Motor Vehicles,0.30932015071744573,9.326518269033596e-05,3.4
dominican republic,Services,0.06567749517561264,0.0005954925856218461,3.4
ecuador,Apparel,0.4225696647802063,8.669408023927477e-05,3.4
ecuador,Computers and Electronics,0.724636530637896,4.701996050790309e-06,3.4
ecuador,Food,0.08895378181690045,0.010275752908379548,3.4
ecuador,Goods,0.26041122630630426,0.000505373562943089,3.4
ecuador,Motor Vehicles,0.30932015071744573,4.231215219530888e-06,3.4
ecuador,Services,0.06567749517561264,0.0005048153202112394,3.4
egypt,Apparel,0.4225696647802063,0.0081316253820098,3.2
egypt,Computers and Electronics,0.724636530637896,4.888391947776466e-06,3.2
egypt,Food,0.08895378181690045,0.001969698070943004,3.2
egypt,Goods,0.26041122630630426,0.00021309037380539924,3.2
egypt,Motor Vehicles,0.30932015071744573,7.311096371777377e-06,3.2
egypt,Services,0.06567749517561264,0.0006628919697477837,3.2
el salvador,Apparel,0.4225696647802063,0.010834602794953057,3.4
el salvador,Computers and Electronics,0.724636530637896,7.542149466810519e-05,3.4
el salvador,Food,0.08895378181690045,0.0020087675521116843,3.4
el salvador,Goods,0.26041122630630426,0.00011249968063823822,3.4
el salvador,Motor Vehicles,0.30932015071744573,0.00010910769885910996,3.4
el salvador,Services,0.06567749517561264,0.0006446628523676171,3.4
equatorial guinea,Apparel,0.4225696647802063,0.0,3.4
equatorial guinea,Computers and Electronics,0.724636530637896,0.0,3.4
equatorial guinea,Food,0.06397516545174628,0.0,3.4
equatorial guinea,Goods,0.25973718341785934,1.9294179675695206e-05,3.4
equatorial guinea,Motor Vehicles,0.30932015071744573,6.916964006131596e-08,3.4
equatorial guinea,Services,0.06567749517561264,0.0,3.4
eritrea,Apparel,0.4225696647802063,3.757005630100027e-07,3.4
eritrea,Computers and Electronics,0.724636530637896,1.2467446757188885e-08,3.4
eritrea,Food,0.08895378181690045,1.4779921863445e-06,3.4
eritrea,Goods,0.21798936878018776,8.978426893848122e-09,3.4
eritrea,Motor Vehicles,0.30932015071744573,6.62851260376655e-09,3.4
eritrea,Services,0.06567749517561264,0.0,3.4
estonia,Apparel,0.4225696647802063,9.173572404996068e-05,3.4
estonia,Computers and Electronics,0.724636530637896,0.0006447377057827892,3.4
estonia,Food,0.08895378181690045,9.17700362654922e-05,3.4
estonia,Goods,0.26041122630630426,0.00028404961947181714,3.4
estonia,Motor Vehicles,0.30932015071744573,2.8694294407933552e-05,3.4
estonia,Services,0.06567749517561264,0.0001072738880580784,3.4
eswatini,Apparel,0.4225696647802063,7.613730371602118e-06,3.4
eswatini,Computers and Electronics,0.724636530637896,1.6330820924526734e-06,3.4
eswatini,Food,0.08895378181690045,0.0001400664593361131,3.4
eswatini,Goods,0.23919372481306023,2.557290843967398e-06,3.4
eswatini,Motor Vehicles,0.30932015071744573,8.357963235679074e-09,3.4
eswatini,Services,0.06567749517561264,5.330559436065659e-07,3.4
ethiopia,Apparel,0.4225696647802063,0.0014686670466826429,3.4
ethiopia,Computers and Electronics,0.724636530637896,2.2755526594956312e-07,3.4
ethiopia,Food,0.08895378181690045,0.0011406983359102249,3.4
ethiopia,Goods,0.26041122630630426,5.477614327664652e-06,3.4
ethiopia,Motor Vehicles,0.30932015071744573,5.366726385761134e-07,3.4
ethiopia,Services,0.06567749517561264,7.390022382837606e-06,3.4
euro area,Apparel,0.4225696647802063,0.08107035501455104,3.4
euro area,Computers and Electronics,0.724636530637896,0.061777602344696994,3.4
euro area,Food,0.08895378181690045,0.14020934664652843,3.4
euro area,Goods,0.26041122630630426,0.26449306733481637,3.4
euro area,Motor Vehicles,0.30932015071744573,0.1567173193067502,3.4
euro area,Services,0.06567749517561264,0.099615642917061,3.4
european union,Apparel,0.4225696647802063,0.08639027766472773,3.4
european union,Computers and Electronics,0.724636530637896,0.07770741654640315,3.4
european union,Food,0.08895378181690045,0.15235823365700887,3.4
european union,Goods,0.26041122630630426,0.2957601377940867,3.4
european union,Motor Vehicles,0.30932015071744573,0.17983867971237955,3.4
european union,Services,0.06567749517561264,0.10685299231959858,3.4
falkland islands (islas malvinas),Apparel,0.24646743791269848,8.44884900106762e-07,3.4
falkland islands (islas malvinas),Computers and Electronics,0.724636530637896,8.418895861115875e-08,3.4
falkland islands (islas malvinas),Goods,0.12909329894554006,1.3033224248571644e-07,3.4
falkland islands (islas malvinas),Motor Vehicles,0.30932015071744573,1.1885623264021373e-07,3.4
faroe islands,Apparel,0.4225696647802063,2.9259138515624387e-08,3.4
faroe islands,Computers and Electronics,0.724636530637896,3.2970622210895524e-07,3.4
faroe islands,Food,0.06397516545174628,1.295625647701995e-05,3.4
faroe islands,Goods,0.22465282527716363,4.1414673969289255e-07,3.4
faroe islands,Motor Vehicles,0.30932015071744573,4.148794843173428e-08,3.4
faroe islands,Services,0.06567749517561264,2.198528605382236e-06,3.4
fiji,Apparel,0.4225696647802063,3.993908774673539e-06,3.4
fiji,Computers and Electronics,0.724636530637896,3.199508026856102e-07,3.4
fiji,Food,0.08895378181690045,0.0012392966013951975,3.4
fiji,Goods,0.26041122630630426,1.8949025107231524e-05,3.4
fiji,Motor Vehicles,0.30932015071744573,1.3428922118826223e-07,3.4
fiji,Services,0.06567749517561264,2.4405412383715345e-06,3.4
finland,Apparel,0.4225696647802063,0.00031471249730077,3.4
finland,Computers and Electronics,0.724636530637896,0.001270557739541305,3.4
finland,Food,0.08895378181690045,0.00016985137834255935,3.4
finland,Goods,0.26041122630630426,0.004969493278040992,3.4
finland,Motor Vehicles,0.30932015071744573,0.0005680371858929858,3.4
finland,Services,0.06567749517561264,0.0012168784291367802,3.4
france,Apparel,0.4225696647802063,0.012065264715252755,1.8
france,Computers and Electronics,0.724636530637896,0.005781555477215738,1.8
france,Food,0.08895378181690045,0.034843871228133726,1.8
france,Goods,0.26041122630630426,0.02269890808133723,1.8
france,Motor Vehicles,0.30932015071744573,0.01940996523596612,1.8
france,Services,0.06567749517561264,0.00937758035773376,1.8
french guiana,Apparel,0.4225696647802063,1.776707461954412e-08,3.4
french guiana,Computers and Electronics,0.724636530637896,9.19414587650136e-08,3.4
french guiana,Food,0.08895378181690045,0.0,3.4
french guiana,Goods,0.2537111772250647,1.770771564904998e-07,3.4
french guiana,Motor Vehicles,0.30932015071744573,0.0,3.4
french guiana,Services,0.06567749517561264,0.0,3.4
french polynesia,Apparel,0.4225696647802063,2.0292948272192372e-07,3.4
french polynesia,Computers and Electronics,0.724636530637896,2.0081173218800494e-06,3.4
french polynesia,Food,0.08895378181690045,5.010748755147941e-06,3.4
french polynesia,Goods,0.26041122630630426,8.775696294643889e-06,3.4
french polynesia,Motor Vehicles,0.30932015071744573,6.344694032791232e-07,3.4
french polynesia,Services,0.06567749517561264,0.0,3.4
french southern and antarctic lands,Apparel,0.4225696647802063,2.226339421064572e-08,3.4
french southern and antarctic lands,Computers and Electronics,0.724636530637896,4.340695124925151e-08,3.4
french southern and antarctic lands,Food,0.08895378181690045,0.0,3.4
french southern and antarctic lands,Goods,0.194795679489487,4.0175471248418505e-07,3.4
gabon,Apparel,0.4225696647802063,9.61418924332607e-08,3.4
gabon,Computers and Electronics,0.724636530637896,1.6579858847361585e-07,3.4
gabon,Food,0.06397516545174628,2.0553715902751534e-08,3.4
gabon,Goods,0.26041122630630426,1.968424954995799e-05,3.4
gabon,Motor Vehicles,0.30932015071744573,6.778188694819343e-08,3.4
gabon,Services,0.06567749517561264,8.963366226863926e-07,3.4
gambia,Apparel,0.4225696647802063,4.81701297370223e-08,3.4
gambia,Computers and Electronics,0.724636530637896,1.344893940170086e-06,3.4
gambia,Food,0.08895378181690045,7.951413220898707e-07,3.4
gambia,Goods,0.25973718341785934,8.525381052440775e-08,3.4
gambia,Motor Vehicles,0.30932015071744573,6.158311662265969e-08,3.4
gambia,Services,0.06567749517561264,9.239054734522968e-07,3.4
gaza strip administered by israel,Computers and Electronics,0.724636530637896,5.121895842488107e-07,3.4
gaza strip administered by israel,Goods,0.1275942413129624,7.642831440763044e-09,3.4
gaza strip administered by israel,Motor Vehicles,0.30932015071744573,0.0,3.4
georgia,Apparel,0.4225696647802063,5.1207512641035897e-05,3.4
georgia,Computers and Electronics,0.724636530637896,8.385874647569393e-06,3.4
georgia,Food,0.08895378181690045,7.537032038329545e-05,3.4
georgia,Goods,0.26041122630630426,1.555763126805604e-05,3.4
georgia,Motor Vehicles,0.30932015071744573,9.437679180068127e-06,3.4
georgia,Services,0.06567749517561264,6.57906195432689e-05,3.4
germany,Apparel,0.4225696647802063,0.006898182289675965,1.8
germany,Computers and Electronics,0.724636530637896,0.027292610705677203,1.8
germany,Food,0.08895378181690045,0.01220754465577427,1.8
germany,Goods,0.26041122630630426,0.07102166138602686,1.8
germany,Motor Vehicles,0.30932015071744573,0.08263042889493714,1.8
germany,Services,0.06567749517561264,0.024516238116875897,1.8
ghana,Apparel,0.4225696647802063,0.00025974914278294,3.4
ghana,Computers and Electronics,0.724636530637896,1.0195439638015022e-06,3.4
ghana,Food,0.08895378181690045,0.001791153599212885,3.4
ghana,Goods,0.26041122630630426,4.244435874501341e-05,3.4
ghana,Motor Vehicles,0.30932015071744573,5.223108612679525e-07,3.4
ghana,Services,0.06567749517561264,5.966562354051235e-06,3.4
gibraltar,Apparel,0.4225696647802063,3.650462692494998e-06,3.4
gibraltar,Computers and Electronics,0.724636530637896,6.4145252008507e-08,3.4
gibraltar,Food,0.06397516545174628,0.0,3.4
gibraltar,Goods,0.23920687027343174,3.521022600086676e-08,3.4
gibraltar,Motor Vehicles,0.30932015071744573,0.0,3.4
greece,Apparel,0.4225696647802063,0.00026179685929601337,3.4
greece,Computers and Electronics,0.724636530637896,6.215896775071363e-05,3.4
greece,Food,0.08895378181690045,0.0038409110803573547,3.4
greece,Goods,0.26041122630630426,0.0004938909974554109,3.4
greece,Motor Vehicles,0.30932015071744573,0.00011196770918768596,3.4
greece,Services,0.06567749517561264,0.0006832833225627039,3.4
greenland,Apparel,0.4225696647802063,3.1672604178495098e-09,3.4
greenland,Computers and Electronics,0.724636530637896,1.6407558028216002e-07,3.4
greenland,Food,0.08895378181690045,7.291007551761933e-07,3.4
greenland,Goods,0.25189633296320224,6.200833240964458e-07,3.4
greenland,Motor Vehicles,0.30932015071744573,0.0,3.4
greenland,Services,0.06567749517561264,0.0,3.4
grenada,Apparel,0.4225696647802063,1.0394432937076054e-08,3.4
grenada,Computers and Electronics,0.724636530637896,8.845604748963783e-08,3.4
grenada,Food,0.08895378181690045,2.4162588389401377e-05,3.4
grenada,Goods,0.26041122630630426,1.621622348867211e-07,3.4
grenada,Motor Vehicles,0.30932015071744573,0.0,3.4
grenada,Services,0.06567749517561264,0.0,3.4
guadeloupe,Apparel,0.4225696647802063,4.368505094489845e-07,3.4
guadeloupe,Computers and Electronics,0.724636530637896,1.6074443111201205e-06,3.4
guadeloupe,Food,0.08895378181690045,6.768432683384786e-07,3.4
guadeloupe,Goods,0.26041122630630426,8.015787897645004e-07,3.4
guadeloupe,Motor Vehicles,0.30932015071744573,5.300567037951244e-07,3.4
guadeloupe,Services,0.06567749517561264,2.393953370305101e-06,3.4
guatemala,Apparel,0.4225696647802063,0.010587889375316404,3.4
guatemala,Computers and Electronics,0.724636530637896,8.347166055600333e-06,3.4
guatemala,Food,0.08895378181690045,0.015403644157816468,3.4
guatemala,Goods,0.26041122630630426,0.00015610982977000922,3.4
guatemala,Motor Vehicles,0.30932015071744573,4.491784313993051e-05,3.4
guatemala,Services,0.06567749517561264,4.34439721607365e-05,3.4
guinea,Apparel,0.4225696647802063,6.287970703461732e-07,3.4
guinea,Computers and Electronics,0.724636530637896,9.621684130506407e-07,3.4
guinea,Food,0.08895378181690045,4.435712206154177e-06,3.4
guinea,Goods,0.26041122630630426,7.102472321033404e-06,3.4
guinea,Motor Vehicles,0.30932015071744573,4.985639318639464e-07,3.4
guinea,Services,0.06567749517561264,0.0,3.4
guinea-bissau,Apparel,0.17610222686750782,0.0,3.4
guinea-bissau,Computers and Electronics,0.724636530637896,6.522964825896597e-09,3.4
guinea-bissau,Food,0.08895378181690045,3.1615107846755205e-06,3.4
guinea-bissau,Goods,0.21798936878018776,5.444335663720849e-09,3.4
guinea-bissau,Motor Vehicles,0.30932015071744573,0.0,3.4
guyana,Apparel,0.4225696647802063,3.557382264724502e-08,3.4
guyana,Computers and Electronics,0.724636530637896,7.373956705582782e-07,3.4
guyana,Food,0.08895378181690045,0.00017913862726504247,3.4
guyana,Goods,0.26041122630630426,1.3869952092026182e-05,3.4
guyana,Motor Vehicles,0.30932015071744573,6.415821620598253e-07,3.4
guyana,Services,0.06567749517561264,0.0,3.4
haiti,Apparel,0.4225696647802063,0.005128928337034314,3.4
haiti,Computers and Electronics,0.724636530637896,3.882706692460753e-06,3.4
haiti,Food,0.08895378181690045,6.795551766631324e-05,3.4
haiti,Goods,0.26041122630630426,1.5327843970401802e-05,3.4
haiti,Motor Vehicles,0.30932015071744573,1.324532783234998e-06,3.4
haiti,Services,0.06567749517561264,6.9876567507732065e-06,3.4
heard and mcdonald islands,Computers and Electronics,0.724636530637896,3.7855588876443007e-07,3.4
heard and mcdonald islands,Goods,0.11131517535739786,4.265193029845183e-08,3.4
heard and mcdonald islands,Motor Vehicles,0.30932015071744573,0.0,3.4
honduras,Apparel,0.4225696647802063,0.01624144998158477,3.4
honduras,Computers and Electronics,0.724636530637896,6.765365746058944e-06,3.4
honduras,Food,0.08895378181690045,0.006900763127069141,3.4
honduras,Goods,0.26041122630630426,0.0002353311662287968,3.4
honduras,Motor Vehicles,0.30932015071744573,0.0022466797886440707,3.4
honduras,Services,0.06567749517561264,0.0005282504137398333,3.4
hong kong,Apparel,0.4225696647802063,0.000663130497275162,3.4
hong kong,Computers and Electronics,0.724636530637896,0.0006497715872152665,3.4
hong kong,Food,0.08895378181690045,0.0005763182464763373,3.4
hong kong,Goods,0.26041122630630426,0.001261237231920354,3.4
hong kong,Motor Vehicles,0.30932015071744573,3.391065082608533e-05,3.4
hong kong,Services,0.06567749517561264,0.004979242591299852,3.4
hungary,Apparel,0.4225696647802063,0.0005758985514170363,3.4
hungary,Computers and Electronics,0.724636530637896,0.002784375427682706,3.4
hungary,Food,0.08895378181690045,0.0003042384134063421,3.4
hungary,Goods,0.26041122630630426,0.004518701538041231,3.4
hungary,Motor Vehicles,0.30932015071744573,0.004823563959581275,3.4
hungary,Services,0.06567749517561264,0.00041826971820117586,3.4
iceland,Apparel,0.4225696647802063,8.259983741537275e-06,3.4
iceland,Computers and Electronics,0.724636530637896,5.1727527825853976e-05,3.4
iceland,Food,0.08895378181690045,0.0003377087345783629,3.4
iceland,Goods,0.26041122630630426,0.00018642215660328023,3.4
iceland,Motor Vehicles,0.30932015071744573,1.604076990769746e-06,3.4
iceland,Services,0.06567749517561264,2.4410123516441163e-05,3.4
india,Apparel,0.4225696647802063,0.07124197325258003,3.8
india,Computers and Electronics,0.724636530637896,0.020794256489054128,3.8
india,Food,0.08895378181690045,0.013272098771505637,3.8
india,Goods,0.26041122630630426,0.0436615102863067,3.8
india,Motor Vehicles,0.30932015071744573,0.0061337711959266236,3.8
india,Services,0.06567749517561264,0.029459189456897586,3.8
indonesia,Apparel,0.4225696647802063,0.047861990389495054,3.2
indonesia,Computers and Electronics,0.724636530637896,0.005298494870403802,3.2
indonesia,Food,0.08895378181690045,0.02076620432849736,3.2
indonesia,Goods,0.26041122630630426,0.007568198391869687,3.2
indonesia,Motor Vehicles,0.30932015071744573,0.0008791119302718013,3.2
indonesia,Services,0.06567749517561264,0.001086885888697227,3.2
iran,Apparel,0.17610222686750782,3.191064462743577e-08,3.4
iran,Computers and Electronics,0.724636530637896,0.0,3.4
iran,Food,0.08895378181690045,1.108019926574475e-08,3.4
iran,Goods,0.23067883146995824,2.2503995559268337e-09,3.4
iran,Services,0.06567749517561264,8.380127995407524e-05,3.4
iraq,Apparel,0.4225696647802063,2.492415745102702e-07,3.4
iraq,Computers and Electronics,0.724636530637896,7.363755501849975e-07,3.4
iraq,Food,0.08895378181690045,8.237418849375557e-06,3.4
iraq,Goods,0.26041122630630426,0.002487097714760675,3.4
iraq,Motor Vehicles,0.30932015071744573,6.345909888993062e-07,3.4
iraq,Services,0.06567749517561264,0.0012963466883878826,3.4
ireland,Apparel,0.4225696647802063,0.00014845360859458545,1.8
ireland,Computers and Electronics,0.724636530637896,0.008999344824177895,1.8
ireland,Food,0.08895378181690045,0.007195505503414071,1.8
ireland,Goods,0.26041122630630426,0.0637729855719243,1.8
ireland,Motor Vehicles,0.30932015071744573,0.0001284587441877816,1.8
ireland,Services,0.06567749517561264,0.005219702295353602,1.8
israel,Apparel,0.4225696647802063,0.0018057539245533772,0.8
israel,Computers and Electronics,0.724636530637896,0.011311454786914414,0.8
israel,Food,0.08895378181690045,0.002473284497697184,0.8
israel,Goods,0.26041122630630426,0.011241759077085222,0.8
israel,Motor Vehicles,0.30932015071744573,0.001473694221224291,0.8
israel,Services,0.06567749517561264,0.007198683391392807,0.8
italy,Apparel,0.4225696647802063,0.04694047264496769,1.8
italy,Computers and Electronics,0.724636530637896,0.004994553463641688,1.8
italy,Food,0.08895378181690045,0.039153544405125335,1.8
italy,Goods,0.26041122630630426,0.03508863469860775,1.8
italy,Motor Vehicles,0.30932015071744573,0.01751970117376207,1.8
italy,Services,0.06567749517561264,0.03311389917617017,1.8
jamaica,Apparel,0.4225696647802063,2.199731788660759e-06,3.4
jamaica,Computers and Electronics,0.724636530637896,1.9099411030287447e-06,3.4
jamaica,Food,0.08895378181690045,0.0011102146496718105,3.4
jamaica,Goods,0.26041122630630426,5.919708100986061e-05,3.4
jamaica,Motor Vehicles,0.30932015071744573,3.0222202200266275e-07,3.4
jamaica,Services,0.06567749517561264,3.820728640639271e-06,3.4
japan,Apparel,0.4225696647802063,0.004249577090856769,1.9
japan,Computers and Electronics,0.724636530637896,0.02828992189237259,1.9
japan,Food,0.08895378181690045,0.00618454012660902,1.9
japan,Goods,0.26041122630630426,0.05336622124979904,1.9
japan,Motor Vehicles,0.30932015071744573,0.11641614959277757,1.9
japan,Services,0.06567749517561264,0.031071565035557316,1.9
jordan,Apparel,0.4225696647802063,0.010982870970037917,3.4
jordan,Computers and Electronics,0.724636530637896,7.868277595976038e-05,3.4
jordan,Food,0.08895378181690045,0.0001979906190820176,3.4
jordan,Goods,0.26041122630630426,0.0010111603355772913,3.4
jordan,Motor Vehicles,0.30932015071744573,3.840247014835178e-05,3.4
jordan,Services,0.06567749517561264,0.0008220071623207751,3.4
kazakhstan,Apparel,0.4225696647802063,2.632767038692e-06,3.4
kazakhstan,Computers and Electronics,0.724636530637896,6.066288865375871e-06,3.4
kazakhstan,Food,0.08895378181690045,0.00012337660558817696,3.4
kazakhstan,Goods,0.26041122630630426,0.00021322919973055816,3.4
kazakhstan,Motor Vehicles,0.30932015071744573,1.1806571647864499e-05,3.4
kazakhstan,Services,0.06567749517561264,2.8062647270128967e-06,3.4
kenya,Apparel,0.4225696647802063,0.0031319079331463716,3.4
kenya,Computers and Electronics,0.724636530637896,3.6825702716661986e-06,3.4
kenya,Food,0.08895378181690045,0.0007312748278342572,3.4
kenya,Goods,0.26041122630630426,0.00020615639876083607,3.4
kenya,Motor Vehicles,0.30932015071744573,7.995784828799648e-07,3.4
kenya,Services,0.06567749517561264,7.875792512788728e-06,3.4
kiribati,Apparel,0.4225696647802063,1.4890752528177654e-08,3.4
kiribati,Computers and Electronics,0.724636530637896,3.732147707124563e-07,3.4
kiribati,Food,0.06397516545174628,8.746103167266792e-07,3.4
kiribati,Goods,0.20805209564670263,0.0,3.4
kiribati,Motor Vehicles,0.30932015071744573,5.0172935059629536e-08,3.4
kiribati,Services,0.06567749517561264,0.0,3.4
"korea, north",Goods,0.08889606983464768,0.0,3.4
"korea, north",Motor Vehicles,0.30932015071744573,0.0,3.4
"korea, south",Apparel,0.4225696647802063,0.006796587492270831,3.4
"korea, south",Computers and Electronics,0.724636530637896,0.03160473978959147,3.4
"korea, south",Food,0.08895378181690045,0.007034487085824099,3.4
"korea, south",Goods,0.26041122630630426,0.03510386544821807,3.4
"korea, south",Motor Vehicles,0.30932015071744573,0.08217631566797147,3.4
"korea, south",Services,0.06567749517561264,0.019315964183910777,3.4
kosovo,Apparel,0.4225696647802063,3.355746135108489e-05,3.4
kosovo,Computers and Electronics,0.724636530637896,8.60674729570781e-09,3.4
kosovo,Food,0.08895378181690045,7.76416215212402e-06,3.4
kosovo,Goods,0.2385196819246153,8.806120528804996e-05,3.4
kosovo,Motor Vehicles,0.30932015071744573,5.716599489356529e-07,3.4
kosovo,Services,0.06567749517561264,0.0,3.4
kuwait,Apparel,0.4225696647802063,4.3888707773436583e-07,3.4
kuwait,Computers and Electronics,0.724636530637896,6.115953384280734e-07,3.4
kuwait,Food,0.08895378181690045,7.9870611558788e-06,3.4
kuwait,Goods,0.26041122630630426,0.0009014853169777064,3.4
kuwait,Motor Vehicles,0.30932015071744573,8.157263110225371e-07,3.4
kuwait,Services,0.06567749517561264,1.743293594950311e-06,3.4
kyrgyzstan,Apparel,0.4225696647802063,3.105799696379967e-06,3.4
kyrgyzstan,Computers and Electronics,0.724636530637896,3.4146393877717264e-06,3.4
kyrgyzstan,Food,0.08895378181690045,1.158794321754893e-05,3.4
kyrgyzstan,Goods,0.25973718341785934,6.279337706527474e-06,3.4
kyrgyzstan,Motor Vehicles,0.30932015071744573,1.975200325947804e-06,3.4
kyrgyzstan,Services,0.06567749517561264,3.8708062366507555e-06,3.4
lafta - latin american free trade association,Apparel,0.4225696647802063,0.061488171745299566,3.4
lafta - latin american free trade association,Computers and Electronics,0.724636530637896,0.15838305893308594,3.4
lafta - latin american free trade association,Food,0.08895378181690045,0.34802520863228,3.4
lafta - latin american free trade association,Goods,0.26041122630630426,0.10324602276880938,3.4
lafta - latin american free trade association,Motor Vehicles,0.30932015071744573,0.3489296713543219,3.4
lafta - latin american free trade association,Services,0.06567749517561264,0.11715623697366893,3.4
laos,Apparel,0.4225696647802063,0.0005466117010258145,3.4
